"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
b900ba0c,query,74,362.782
b8a76e6e,index,29,46.589
389ad15f,index,5,26.672
38b7cf6f,explore,117,226.998
39320fa4,,131,
380cd81e,explore,298,95.693
388c5062,explore,525,95.285
3897cb37,explore,22,120.708
b861305a,,73,
38738934,explore,372,115.107
b89c360a,query,163,356.985
38280d6c,explore,66,152.098
38ab8d7f,,37,
b8cf0f2c,explore,76,161.256
3863e159,welcome,7,34.027
b984fd05,,96,
38c8a346,query,17,359.879
b94822a0,query,38,399.785
36124279,,110,
3929bc2a,query,68,287.928
b866df57,explore,153,107.000
b79059f2,welcome,19,28.837
373370a7,query,91,380.657
b964410c,query,17,439.362
3942c8d2,query,38,435.036
3882ec68,query,54,338.364
3929bc2a,query,36,373.077
b79059f2,explore,114,44.127
b89bb83c,explore,170,88.573
38043b6f,welcome,12,21.380
393f380d,explore,287,155.512
b8dd440e,query,104,350.499
b8b40cfa,explore,136,47.749
b8cb668d,query,59,304.059
b91086bb,query,54,353.414
b89b724e,query,264,391.217
38260124,welcome,132,24.310
b90c5840,query,376,290.478
389fb3f5,explore,22,64.577
b8f64134,query,17,352.056
394ddfd9,query,99,336.445
39810e91,explore,91,146.431
b95df9e6,index,4,52.051
b8d979b8,query,17,393.380
37ac4473,query,288,363.229
b9849c67,query,21,316.536
b79059f2,explore,22,73.600
385276a9,index,8,53.174
b87bfdf5,query,118,424.888
b88e97cc,explore,298,63.632
b8e95dbd,explore,375,129.044
39125418,query,116,475.866
b77313cd,query,36,401.173
b8d2286a,welcome,65,22.130
38a33852,welcome,40,32.636
397ef877,welcome,7,39.789
37c57dbc,welcome,43,32.446
b7e8471c,query,120,379.227
b9859cce,welcome,54,28.015
3824ecdb,explore,92,31.994
b824e5f3,index,13,47.710
399d158b,query,33,434.400
b7a93738,index,30,49.101
37de11b8,query,158,357.516
b8d397b9,query,29,483.126
39460216,query,17,298.120
380cd81e,query,69,404.651
3928c4b8,query,17,413.739
b8571315,query,109,416.363
3727d510,query,126,470.667
b91086bb,query,87,540.671
36413a23,explore,60,123.354
389ad15f,explore,52,119.696
b9209247,explore,79,112.979
380229e3,query,221,287.179
38499121,index,4,25.770
399d158b,query,191,372.206
38ab8d7f,query,70,367.468
394ddbe2,explore,114,137.489
389b6955,query,96,400.165
39007e90,welcome,12,12.037
b841d8cb,query,33,344.491
b841d8cb,query,53,390.754
38c902a6,query,36,298.254
b9893389,welcome,12,35.905
b8315bc8,,39,
b909b2c9,welcome,7,26.183
b92a0568,welcome,89,39.461
36124279,welcome,30,40.794
37a82a7e,explore,97,98.542
b85348db,welcome,18,35.262
b984fd05,,59,
b909b2c9,query,56,379.991
38be1630,query,61,474.452
38c902a6,welcome,69,25.440
3874325c,query,35,437.113
b7219296,query,223,278.914
b8cf0f2c,explore,60,155.096
b88fd3bb,explore,149,77.692
b8df35c5,welcome,9,41.934
38c66a69,explore,244,128.997
38903a89,query,17,417.132
38715456,explore,22,150.716
b8a366cb,index,19,80.743
3801b442,query,43,422.218
38b4efea,welcome,94,27.400
385276a9,welcome,17,19.452
38d8cf54,query,77,378.524
b7ca1b94,welcome,19,21.791
38fb24c3,explore,37,138.553
b89b724e,welcome,71,25.051
38757537,explore,46,109.757
b7aa7170,index,29,54.316
b89b724e,index,7,32.231
b8a43a0a,welcome,12,27.107
3928c4b8,explore,189,111.453
b7e8471c,query,118,429.117
b782da6b,welcome,11,31.881
372ba72b,,51,
37a6b109,welcome,7,30.349
b91fdf40,explore,22,119.033
b8c91f40,welcome,12,32.603
b8dd440e,explore,63,103.456
3989c759,welcome,7,37.584
b77313cd,query,58,240.531
b8e03e49,query,17,372.081
b8447762,explore,30,46.623
b9584ed5,welcome,63,34.332
b7d7b7e1,query,96,386.391
b7af974b,welcome,90,38.784
b85348db,welcome,27,11.275
b92eeecb,explore,22,98.442
b9209247,welcome,7,39.007
b8006280,explore,43,136.789
3854a6d5,query,26,370.112
395482c8,explore,220,108.645
389fb3f5,query,185,329.408
b88e97cc,explore,61,55.422
37ac4473,query,62,367.878
389ad15f,welcome,7,25.893
36e0df61,,23,
378803b7,query,153,420.001
399042f2,query,17,372.884
37c97c81,explore,68,108.193
b90037ce,explore,259,89.901
388f0d88,explore,38,120.085
b67e31d7,welcome,16,17.695
36cd0681,explore,22,123.173
372ba72b,explore,46,184.275
39324b60,welcome,21,34.630
b8b2a8b6,explore,35,129.738
b7ca1b94,query,63,533.047
3851b378,explore,102,49.670
b81d2395,query,28,299.834
b782da6b,,19,
b971b013,explore,22,105.324
b7ca1b94,explore,68,52.602
b89c360a,welcome,24,25.778
b8a67ade,welcome,99,46.075
b940485f,explore,22,126.251
b836330c,explore,181,113.177
393f380d,query,144,379.493
b964410c,,10,
37b03896,query,227,413.346
392668c1,query,208,261.631
36fca6f9,index,4,48.912
b8e95dbd,welcome,18,31.860
385d7134,explore,22,102.343
37dff849,query,157,339.987
37f6c10b,explore,654,100.133
394ddfd9,welcome,12,36.425
b854ef43,query,195,501.302
b8d29a1e,query,143,394.905
386e63fe,explore,138,113.848
b8447762,query,44,372.401
b98127eb,welcome,122,25.287
399042f2,explore,79,163.551
3863e159,welcome,64,37.654
b8ba48cc,index,10,73.447
b909847e,explore,200,172.377
377cd850,,29,
390a7b96,explore,49,135.172
390170d2,explore,214,96.175
b6a0a726,index,4,24.321
3810645e,explore,145,134.366
38233158,query,166,398.644
38e3ee82,explore,22,120.951
b861aaca,query,135,393.628
381b3616,query,17,438.428
b861305a,explore,262,95.714
3983ef15,explore,24,103.336
b92e8801,query,402,406.016
b98bcfcc,welcome,20,31.817
b90334f8,query,17,389.329
b707afe7,,35,
38f8128a,query,72,276.179
b7a489a1,explore,180,150.670
37a82a7e,explore,35,86.318
b8a67ade,explore,72,130.932
b9893389,query,52,404.136
382cbaf0,query,38,468.524
b895f6f7,explore,75,139.092
39007e90,explore,309,66.232
b8ab5899,,33,
37f7fb42,explore,439,144.923
b8b2a8b6,query,174,339.179
38df9237,explore,22,39.737
b8433ba3,explore,353,134.724
b8b411d7,explore,56,218.762
b87c02c8,,39,
385ba5ea,explore,165,144.981
b9849c67,query,81,355.022
37c57dbc,query,17,349.029
b90d34cb,welcome,22,22.736
38757537,query,89,319.068
38043b6f,index,7,50.070
b8433ba3,query,217,493.647
38a33852,welcome,40,35.250
b91b0f7b,query,36,547.653
393f380d,query,175,314.813
389ad15f,query,17,393.277
38570593,welcome,15,23.229
378a7a9a,welcome,42,17.734
37b27ce3,query,54,408.103
38b156fd,explore,95,111.745
39746f30,query,37,307.357
38f8128a,query,66,397.560
3882ec68,query,24,359.588
3717e359,explore,99,68.060
b964410c,explore,22,162.430
b91ae4d7,query,59,328.952
395482c8,explore,22,89.322
38570593,explore,115,166.786
b7d7b7e1,explore,22,111.401
3812c125,query,54,410.272
b7cef0b0,explore,363,107.493
b8bacf06,welcome,8,29.573
38fb24c3,query,308,386.677
b716567c,explore,68,140.156
b7bc1f0f,query,204,354.000
39324b60,welcome,22,23.336
38499121,welcome,65,30.127
38f8128a,explore,22,73.487
383ea267,query,20,476.958
3929bc2a,query,17,347.062
b798ef62,query,17,340.891
383ea267,explore,125,185.251
b8743f55,welcome,15,29.790
b8aa5016,query,134,329.995
b8656cd1,,18,
b878603b,,26,
b89a3dfc,explore,22,72.064
b6acd2e3,query,93,323.940
3894a26a,index,12,54.823
b8447762,explore,110,104.015
3854a6d5,explore,203,61.002
380b954e,,95,
38d9aaac,query,53,322.161
38233158,index,7,62.589
b85348db,query,91,278.552
38be1630,welcome,131,30.101
b8484e6c,query,338,394.165
361ab558,index,4,48.607
b782da6b,explore,22,143.435
b900ba0c,query,158,356.302
3887562b,welcome,7,40.049
38b156fd,query,18,418.978
394cb0da,welcome,24,33.562
b92f2f94,query,25,417.921
b91fdf40,explore,82,152.984
3801b442,explore,433,18.593
b7af974b,explore,44,164.214
b8e03e49,query,29,403.969
b91ae4d7,query,24,401.850
388be9d2,query,17,386.490
38233158,query,56,414.674
371ab83e,explore,86,71.183
b7ca8cd3,query,290,366.767
b81d2395,explore,83,42.468
38aeed0b,,116,
b895360e,explore,124,73.536
39324b60,explore,32,141.226
b9863787,query,42,449.648
b88acb3a,query,17,447.767
389fb3f5,explore,34,120.638
b8008c33,query,204,454.683
b8433ba3,index,48,69.657
b6921073,query,34,341.438
37dff849,welcome,15,46.349
b92f2f94,welcome,7,24.170
37d123f1,query,61,373.145
39831e60,welcome,26,17.924
b85fadd4,explore,22,74.272
38b16198,query,17,433.734
38d0501b,,87,
b7af974b,index,5,61.741
389ecbcb,query,323,441.835
b716567c,explore,352,110.204
3801b442,query,17,341.374
391bfc51,explore,305,166.216
b8cd3be0,explore,81,71.443
38b4efea,query,78,329.028
b8cd58c8,query,38,388.485
b8ff7b7e,explore,104,20.815
385d7134,query,63,308.596
b894b6e7,query,17,302.339
b88acb3a,welcome,17,32.519
b782b13b,explore,293,158.983
376a31f7,welcome,7,45.561
3897cb37,index,4,49.383
b88e5463,index,4,58.199
38fc0392,explore,32,105.196
b843f6c4,,82,
b707afe7,explore,30,109.656
38e3ee82,welcome,9,28.401
373370a7,explore,32,57.704
b9893389,query,156,301.288
38a33852,index,10,27.331
b83d7d66,query,67,587.784
394cb0da,index,10,57.400
378b9806,explore,100,75.407
b5f2decc,explore,76,113.891
3983ef15,welcome,10,41.842
38d650b9,explore,121,133.725
b856720f,explore,232,88.248
b8f250c1,query,56,346.826
391a0899,,10,
37537daf,explore,22,164.166
b8351eb1,index,39,40.525
38ef3640,query,196,403.938
39341037,explore,119,80.479
b8f28a24,index,43,49.052
38fc0392,welcome,82,36.424
b7219296,explore,22,68.472
380229e3,explore,64,146.888
371e3a21,explore,51,108.850
387157e9,explore,22,147.337
b7a93738,query,17,379.945
b8f2b75c,query,235,400.163
b7b918b6,query,116,520.131
3928c4b8,query,96,369.819
b8eb1431,,140,
b909b2c9,query,60,369.880
37448f35,query,330,521.106
b8c91f40,query,45,369.173
38c902a6,index,27,64.597
38715456,query,123,329.470
b84235d6,query,235,425.852
38e2efc3,explore,22,140.966
387157e9,,228,
38a03687,welcome,58,36.454
37537daf,explore,22,165.879
36cd0681,explore,57,38.013
383ea267,query,122,328.458
b85348db,welcome,31,32.646
b8d397b9,explore,35,140.504
b8b40cfa,,206,
37c18db6,query,32,418.206
b8d2286a,explore,162,18.156
380229e3,query,278,421.672
37e605a5,explore,106,21.139
38ef3640,query,97,303.997
b6b1090b,query,79,422.825
b89b724e,explore,22,180.552
b70b69e1,query,17,460.336
394ddbe2,explore,117,95.578
b8d2286a,explore,37,36.335
38a03687,explore,22,89.050
b7cfdfaa,explore,173,66.684
b88e5463,,55,
b878603b,query,182,425.277
b90e3c5f,welcome,28,28.194
38d0501b,query,116,441.186
388edbb7,query,166,304.491
b881154c,welcome,7,18.243
391bfc51,explore,133,134.891
b8380f86,explore,158,87.977
b8e03e49,index,9,59.164
38aeed0b,,27,
b62ede58,explore,57,149.468
392668c1,welcome,51,29.107
b8743f55,query,22,476.398
39341037,query,185,306.687
b8cb668d,explore,103,147.060
b76cbd81,welcome,53,28.285
37b03896,query,105,401.222
389b6955,index,4,45.890
38043b6f,explore,269,118.008
38233158,explore,38,120.676
b7aa7170,explore,57,115.275
37448f35,query,56,366.811
b8351eb1,query,148,357.596
3801b442,welcome,15,31.374
39432455,query,17,275.780
b8b2a8b6,explore,270,90.191
b782b13b,query,17,232.219
b8d979b8,explore,305,125.940
38e2efc3,index,4,19.194
b90e3c5f,explore,49,113.778
b7cfdfaa,query,65,502.697
372ba72b,welcome,7,39.126
3911f0b1,query,95,450.519
3851b378,explore,309,190.466
38d8cf54,explore,269,52.586
38843f18,explore,146,22.299
b6b1090b,,145,
b909847e,query,39,319.571
3928c4b8,welcome,136,31.377
389b6955,index,68,33.891
b7c82f3f,welcome,32,27.826
3989c759,query,90,411.168
38c902a6,,17,
b8cf0f2c,explore,202,100.388
b958b4b9,query,199,384.314
b92eeecb,index,31,61.461
380db636,index,50,29.881
38c07244,explore,25,123.550
b751dac7,query,17,484.436
b6acd2e3,query,362,415.785
38595510,query,56,374.839
b963ff2b,index,4,32.211
b9859cce,explore,112,156.841
37de11b8,query,17,353.706
b8ba48cc,explore,75,170.545
b971b013,query,22,303.044
39324b60,welcome,43,37.579
36fca6f9,index,11,74.144
38c07244,query,110,282.539
37b9201d,query,17,419.097
b90037ce,query,50,391.213
3894a26a,explore,24,88.870
384c9e30,welcome,7,23.097
b9859cce,welcome,7,41.746
36ed3039,query,31,401.827
b785749f,explore,62,103.506
b841d8cb,explore,22,167.387
b8b411d7,,175,
36ed3039,explore,83,109.348
37260a05,explore,49,80.802
b895360e,query,277,305.514
b8006280,query,40,405.042
3932a5dc,query,81,302.369
b824e5f3,explore,87,141.928
b76cbd81,,50,
b62ede58,query,70,490.837
b90037ce,query,79,335.160
3812c125,explore,22,52.341
b8a76e6e,welcome,7,19.877
b8b7ba1e,query,108,417.672
38903a89,explore,107,138.956
b7dc0233,query,117,454.547
37e605a5,query,149,322.141
b854ef43,query,80,398.946
b89113df,welcome,9,33.357
b80c7902,explore,35,100.096
b940485f,query,63,407.404
380a5d7e,explore,123,141.331
b6a0a726,explore,25,128.767
b7219296,query,30,514.414
b87c02c8,,10,
39432455,explore,142,130.731
b909847e,welcome,19,38.664
b8d2286a,query,25,504.171
b91548eb,query,48,366.690
b7b918b6,welcome,46,26.728
3929bc2a,welcome,34,35.881
382f758f,query,17,413.187
38a03687,query,305,339.847
b90c5840,welcome,54,37.930
38715456,welcome,39,31.460
372dd8d5,explore,97,68.681
3983ef15,welcome,18,26.752
b824e5f3,welcome,8,25.523
b8d7beca,welcome,25,24.150
39460216,query,29,278.941
37c57dbc,explore,40,105.445
b7e8471c,,10,
38664594,query,293,444.670
b91fdf40,,16,
b8d397b9,explore,186,92.140
3862baeb,welcome,62,25.745
3874325c,query,106,371.729
39125418,query,310,425.048
389ecbcb,query,211,339.770
b8dd440e,welcome,32,24.894
b8a43a0a,explore,51,48.214
378803b7,welcome,45,18.409
b8cd58c8,query,449,366.780
b80c7902,welcome,14,33.250
37448f35,query,147,341.962
b85fadd4,index,4,33.781
b861305a,,89,
389ad15f,explore,267,121.096
b857f798,welcome,7,32.129
3812c125,index,23,56.341
b885293e,explore,22,153.127
3911f0b1,query,17,409.818
b841d8cb,welcome,27,45.414
b807be94,query,17,392.690
b8008c33,welcome,124,36.282
380c290a,welcome,15,21.690
36413a23,query,17,304.983
38df9237,query,141,378.480
385b623b,query,84,362.519
388c5062,explore,638,90.596
39746f30,explore,22,158.176
b7af974b,explore,81,146.706
3850b5be,welcome,16,20.279
b7aa7170,query,227,440.019
b89a3dfc,explore,47,97.652
390170d2,query,77,285.768
383ea267,query,77,470.414
b885293e,query,334,328.548
b782b13b,explore,28,79.305
38c07244,welcome,44,19.005
380b954e,,68,
b7b918b6,explore,292,103.120
3919f970,query,196,368.856
b7a489a1,explore,49,109.836
37758a07,index,9,19.489
393381c2,query,33,421.299
b8380f86,query,193,431.487
3928c4b8,query,36,330.468
379a2fde,explore,71,27.426
b807be94,query,22,398.243
b8008c33,explore,22,176.810
392b1d81,query,50,354.242
b6a0a726,welcome,22,21.070
390a7b96,explore,22,12.914
b824e5f3,welcome,21,26.659
38c902a6,explore,97,78.116
37c18db6,query,146,369.471
b79059f2,query,121,365.392
b87c02c8,query,54,361.493
3812c125,query,17,318.059
37f6c10b,,129,
371e3a21,query,120,436.734
b854ef43,index,11,37.433
b8e95dbd,,46,
38043b6f,explore,95,106.845
3929bc2a,explore,37,137.465
393f6b13,explore,44,126.715
386e63fe,welcome,27,32.553
38cb3d3d,welcome,47,49.884
37b03896,,13,
b707afe7,index,8,39.427
39007e90,,26,
b88acb3a,query,122,436.502
b7a93738,welcome,33,32.545
b9849c67,index,4,23.263
37de11b8,index,48,75.563
b856720f,query,230,338.540
b7dc0233,,121,
39341037,explore,279,89.920
b7219296,query,97,385.309
39810e91,welcome,54,40.540
b88e97cc,welcome,60,38.028
b8374e70,query,17,387.240
39746f30,explore,183,75.635
38d650b9,explore,50,168.320
38fb24c3,query,168,223.920
b8f2b75c,query,28,440.354
b8aa5016,welcome,7,32.629
37a82a7e,query,183,348.660
390180e2,query,17,435.476
38903a89,query,151,291.949
38b156fd,welcome,194,18.233
399042f2,query,154,401.261
b930b197,query,28,339.203
388be9d2,query,116,397.446
3983ef15,welcome,35,35.454
383ea267,,10,
b9584ed5,query,122,350.264
36413a23,query,45,371.092
36413a23,query,17,474.627
3801b442,query,134,388.404
b7dc0233,welcome,99,36.286
b92a0568,index,13,31.800
389369e1,,92,
384c9e30,explore,72,134.984
b873ff03,index,11,53.194
b8433ba3,welcome,45,36.432
36f6d52a,query,164,383.127
b89a141a,index,27,60.070
b964410c,query,37,358.344
38fc0392,explore,42,93.227
38f8128a,welcome,67,37.159
38b156fd,query,118,334.142
b5dced94,explore,61,119.473
b89b724e,explore,109,151.387
39081e78,welcome,70,37.187
389fb3f5,,55,
374db7d1,query,196,403.158
b8d397b9,explore,375,98.126
39007e90,query,17,377.127
b8cd58c8,query,189,401.603
b8e03e49,explore,22,146.806
b7928361,explore,22,107.314
382cbaf0,explore,240,49.166
3717e359,explore,55,138.729
378803b7,welcome,71,29.893
38937049,query,84,411.929
3911f0b1,explore,118,108.917
b79059f2,index,47,36.687
b841d8cb,explore,83,84.524
38260124,explore,63,111.703
b7ec988d,query,67,367.894
3863e159,,18,
395ac9c4,welcome,10,29.017
b8f250c1,query,90,419.663
37c57dbc,welcome,95,33.314
38595510,explore,107,87.857
3929bc2a,query,106,435.015
b92e8801,query,42,405.356
b881154c,query,17,324.418
b91ae4d7,index,35,42.189
b8eb1431,explore,22,133.410
b7c82f3f,index,44,61.475
372ba72b,welcome,35,37.413
382f758f,explore,42,151.581
b91548eb,welcome,47,24.024
b5dced94,explore,22,112.232
b7af974b,explore,141,143.076
b782da6b,query,20,344.432
376a234b,query,113,371.944
373370a7,query,17,405.732
b98127eb,query,53,366.218
b865e455,welcome,9,32.624
b7ec988d,query,129,368.385
b8bc718f,explore,28,83.328
36fca6f9,query,35,391.077
371ab83e,query,115,375.623
b900ba0c,query,282,410.674
b88e5463,query,132,351.504
b62ede58,welcome,28,20.605
b6ddba69,explore,120,129.596
390170d2,welcome,150,25.252
38aa2a71,explore,195,5.397
371a54b2,query,20,385.038
386e63fe,explore,189,126.213
385ba5ea,explore,22,39.517
38d91a68,welcome,17,22.707
38fc0392,query,603,402.850
38cb3d3d,explore,95,88.055
3850b5be,welcome,20,34.929
38fb24c3,index,28,38.704
39746f30,explore,59,55.654
391d89ec,query,135,521.986
37de11b8,query,17,330.892
39a559e2,welcome,14,39.263
b865e455,index,4,28.537
b92eeecb,query,44,378.704
38b16198,explore,22,142.934
b88e97cc,welcome,11,36.192
b8cd58c8,index,4,59.189
3851b378,welcome,119,35.054
b7dc0233,explore,61,169.714
38c8a346,query,140,357.913
b8df35c5,,25,
b80c7902,query,122,292.707
b895360e,welcome,34,24.352
38499121,explore,87,99.325
b8961eb2,query,249,302.095
38b7cf6f,welcome,7,45.658
37debbd5,explore,44,228.562
b836330c,,13,
b820f8d2,index,8,65.225
b8433ba3,query,21,369.282
39324b60,query,75,277.524
38cb3d3d,welcome,7,30.954
3851b378,query,99,438.810
38f8128a,welcome,19,35.839
b7219296,query,399,301.417
36f6d52a,query,72,423.965
b7ca8cd3,explore,22,143.106
391a0899,query,49,391.430
36413a23,query,63,412.771
376a31f7,,10,
b76af8d0,explore,31,99.894
b67e31d7,query,17,392.733
b881154c,query,18,267.788
376a31f7,explore,22,94.848
374db7d1,query,44,286.910
38cfcfd8,welcome,20,30.563
b83093aa,query,31,379.043
397ef877,query,103,454.792
b98bcfcc,query,191,371.256
39125418,welcome,17,25.266
37d123f1,query,32,307.500
b892f9b1,explore,115,108.355
39831e60,index,12,73.832
38f8128a,welcome,47,32.921
b90d34cb,query,21,448.394
37c57dbc,index,18,27.584
b5dced94,explore,22,140.391
b87c02c8,query,17,392.219
b92e8801,index,35,58.108
378a7a9a,welcome,32,27.473
36cd0681,explore,22,139.272
b8006280,index,12,55.409
38260124,query,86,446.690
38aeed0b,explore,22,107.085
38595510,index,17,85.609
39432455,explore,188,67.820
b940485f,query,17,278.635
38b16198,,63,
b77313cd,explore,268,123.358
3727d510,welcome,7,22.206
b930b197,welcome,39,36.778
38715456,query,23,341.762
b7bc1f0f,explore,27,135.488
b98bcfcc,,10,
b8e03e49,explore,146,130.651
b8a43a0a,query,46,354.329
b92a0568,index,6,68.371
b891e22a,,10,
39320fa4,query,208,317.281
b854ef43,explore,300,105.810
37f7fb42,query,32,346.911
b716567c,,42,
b8f2b75c,query,90,355.281
b9049c6d,explore,22,72.793
379a2fde,welcome,23,33.256
36f6d52a,query,36,339.009
b836330c,explore,63,169.114
b7640fe2,query,229,341.114
38bd58e6,explore,162,82.995
b854ef43,query,17,278.146
b9863787,explore,62,70.115
38499121,query,279,400.884
36cd0681,explore,113,99.732
b871175a,explore,22,149.797
37dff849,query,17,444.296
3887562b,query,27,391.251
b856720f,,10,
b9893389,welcome,7,40.330
b8f250c1,welcome,48,20.525
3851b378,explore,22,36.478
b8433ba3,explore,35,173.091
38df9237,explore,123,149.941
39087913,query,88,327.569
b843f6c4,explore,230,153.903
38c66a69,index,36,16.134
38d91a68,query,224,438.805
38233158,welcome,13,32.548
3812c125,index,9,49.578
3983ef15,explore,235,102.281
389ecbcb,,345,
b891e22a,explore,22,129.524
36124279,,116,
380a5d7e,query,35,438.021
b8484e6c,welcome,7,27.791
b7b918b6,explore,74,111.850
38bd58e6,query,18,457.431
378b9806,explore,50,160.053
b62ede58,query,291,278.952
3812c125,,10,
b824e5f3,query,17,465.207
b7dc0233,welcome,13,36.926
b881154c,welcome,20,23.387
389369e1,index,9,6.996
b8e95dbd,index,38,67.965
388f0d88,index,4,64.793
388f0d88,query,94,291.815
389ad15f,explore,44,168.328
b8c91f40,query,17,386.775
b836330c,explore,132,122.808
b81a2d8e,index,5,37.068
b8e6281d,query,136,515.774
37537daf,query,141,480.138
393f6b13,explore,244,61.773
38c66a69,query,47,434.166
b7c82f3f,index,18,31.555
36e0df61,query,150,417.924
38233158,explore,22,143.031
b81a2d8e,index,14,35.921
b5f2decc,explore,604,137.386
3854a6d5,welcome,95,18.099
384c9e30,query,111,248.164
39a559e2,query,17,408.691
38a03687,explore,505,89.962
380229e3,welcome,17,29.035
b963ff2b,index,30,34.005
b940485f,explore,105,54.527
b7a489a1,query,77,320.526
b841d8cb,explore,293,78.250
38595510,index,8,45.511
371ab83e,query,24,410.602
3897cb37,explore,133,136.875
b7a93738,query,63,463.545
37537daf,,41,
b8cd58c8,query,27,373.689
38976b8d,welcome,34,33.183
380a5d7e,,26,
389ad15f,query,17,463.221
b5dced94,welcome,7,28.711
3810645e,query,125,368.492
38043b6f,welcome,12,24.779
b70b69e1,explore,90,90.514
38b156fd,explore,36,96.578
b7a93738,welcome,105,33.160
37260a05,,32,
38757537,explore,98,58.692
391bfc51,query,52,421.780
b8f64134,,118,
b9859cce,explore,232,50.664
38cfcfd8,query,32,327.807
3941931d,query,17,414.824
37260a05,query,86,344.409
b7dc0233,query,17,428.645
b85de11e,welcome,27,28.301
397ef877,query,23,438.009
b6a0a726,welcome,44,26.915
b6ddba69,explore,22,182.920
3882ec68,query,105,343.703
b6a6b774,explore,79,126.952
b782da6b,,10,
3801b442,welcome,35,24.559
b6921073,index,33,77.249
392b1d81,,165,
b7dc0233,query,17,341.646
b8e95dbd,index,46,54.226
394ddfd9,explore,22,4.588
382f758f,index,19,53.915
b70be3c1,,69,
39204937,index,4,51.094
39204937,explore,386,74.633
b895360e,query,17,363.463
394ddfd9,query,45,373.350
378a7a9a,explore,203,79.895
378a7a9a,welcome,156,30.197
36413a23,,57,
b7ca8cd3,query,17,365.917
b8aa5016,query,214,343.525
b98127eb,welcome,91,38.368
36fca6f9,,67,
37448f35,explore,41,144.367
b854ef43,welcome,11,26.188
3864e757,query,162,270.084
b7640fe2,query,98,305.167
b873ff03,query,93,433.570
b83093aa,query,133,335.945
b8d7beca,explore,22,115.535
b8136484,query,83,418.660
378803b7,,13,
378a7a9a,welcome,16,37.844
388eee90,welcome,96,36.966
3892e64a,index,11,45.141
385377d2,explore,35,104.404
b8008c33,query,19,256.565
b8c91f40,explore,55,89.069
38043b6f,query,38,341.613
b800c649,query,17,374.118
b85ea5e5,query,24,436.442
b7cfdfaa,welcome,16,33.357
38c902a6,query,53,359.757
b963ff2b,,29,
b7928361,welcome,11,39.720
b856720f,query,100,435.316
37448f35,welcome,51,28.555
36413a23,index,4,41.526
3810645e,query,105,447.010
b800c649,query,135,258.126
393f6b13,welcome,8,30.857
38d9aaac,query,115,432.575
b89b724e,explore,39,91.857
36f6d52a,welcome,35,44.147
b89a3dfc,explore,96,80.934
39125418,query,60,412.264
b6acd2e3,explore,251,127.692
b8136484,welcome,7,26.188
394cb0da,explore,68,122.092
38937049,welcome,116,21.112
394ddfd9,query,260,344.410
38260124,index,27,46.061
b8ab5899,,26,
3882ec68,explore,363,132.175
b940485f,explore,22,195.168
380db636,explore,340,170.196
b865e455,welcome,32,42.451
37c97c81,query,64,498.599
b892f9b1,welcome,93,37.161
b7bc1f0f,welcome,12,42.713
387157e9,welcome,111,21.563
3892e64a,explore,22,74.200
38dd3af8,explore,45,61.876
380b954e,query,125,448.493
37a6b109,query,29,355.699
379a2fde,explore,484,146.951
37537daf,welcome,8,23.818
38595510,welcome,7,27.166
3851b378,explore,137,140.072
b881154c,welcome,17,24.786
37debbd5,query,47,353.349
b940485f,query,78,561.776
37de11b8,,10,
380124f4,index,55,42.897
b87c02c8,explore,42,104.093
38fc0392,query,17,386.076
b885293e,welcome,45,28.484
b782b13b,query,17,365.490
b9584ed5,explore,97,120.963
38499121,explore,62,170.808
38a03687,index,13,53.225
389369e1,query,62,428.088
391d89ec,query,101,459.396
b90037ce,query,87,387.271
39262c2c,index,17,37.692
b62ede58,query,208,396.379
b861aaca,explore,31,79.160
b6921073,query,124,533.920
b909b2c9,explore,32,96.025
b8df35c5,explore,105,148.491
393f380d,,10,
36ed3039,explore,87,96.545
3801b442,,137,
b77313cd,explore,22,94.153
38233158,explore,134,154.289
37e1894f,explore,285,109.205
3882ec68,explore,22,137.546
b8571315,explore,200,83.329
38c8a346,query,185,404.917
373370a7,query,54,360.142
b90037ce,query,83,447.932
38b16198,index,13,29.560
380a5d7e,explore,190,101.555
b751dac7,explore,24,210.367
38738934,welcome,67,40.970
3812c125,explore,101,154.957
b785749f,query,65,424.051
b891e22a,explore,82,70.918
b92f2f94,,123,
380a5d7e,welcome,84,28.044
b8c0026e,explore,306,177.905
38e3ee82,explore,22,109.690
389ad15f,welcome,97,34.522
b7e8471c,,24,
389b6955,index,12,46.331
b7e8471c,welcome,41,38.846
399d158b,query,109,349.963
3897cb37,query,114,422.314
b873ff03,query,69,268.292
b7af974b,query,33,271.501
394cb0da,query,28,390.745
3897cb37,,10,
b894b6e7,query,34,336.534
b70b69e1,query,40,371.929
b881154c,explore,59,95.000
b8d2286a,explore,83,93.790
b836330c,explore,175,83.279
371e3a21,query,108,259.468
39007e90,explore,100,112.455
b8eb1431,index,5,44.132
b909b2c9,explore,27,141.515
37e605a5,welcome,20,49.214
37d123f1,explore,35,78.384
39125418,,10,
b92f2f94,explore,53,165.595
b785749f,welcome,48,36.043
b7cfdfaa,welcome,7,29.354
3810645e,query,524,362.353
38c07244,query,17,300.160
383ea267,query,24,329.349
361ab558,welcome,11,32.208
b7af974b,,29,
394ddfd9,,65,
38cb3d3d,query,58,358.300
b856720f,query,27,346.071
b782da6b,query,170,406.467
b782b13b,welcome,67,26.867
